Gender,Age,Education,Field,Computer_Category,Device_Used,User Category,Connectivity_Used,Purpose,Account_Security,Incident_Thinking,Password Storage,Strong_passwords,Physical_Security,Device_Safety,Download_Safety,Comfortablity,Thinking,Agree With,Turnoff Computer,File not Expected,Change Password,Extent U use internet,Internet Usage,Security Knowledge,Similar_Password,Hints,savemypassword_option,Willlingness_toDownload,method_ofSecurity,Security_Break,Check_SWUpdate,Save_SensitiveInfo,Share_PersonalInfo,Cyber_Training,Admin_AsksPassword,Install_FreeSoftware,Talking_To_Stranger,Make_Backups,File_Afraid_ToLose,Location_SecurityExperts,Admin_Moitoring,Recognize_SecurityIssue,Have_SecurityPolicy,Steal_Info,Use_VPN,ScanRemovable_Device,Check_Website_Security,Open_Unknown_links,Firewall_Status,Check_Identity_Talking,Lock_Computer,Use_FlashonMany_Computers,PersonalInfo_AsPassword,Clicking_Advertisement,Share_Information,Open_Unknown_Email,outsource_ITSecurity,Emp_ItSecurityTool_traning,Automated_Tools,Management_Communication
Male,35-45,Master’s degree,Computer science and engineering,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Smart phone;Laptop;Desktop computer;Tablets,Frequent user,Private;Wi-Fi;Mobile Data;Public Wi-Fi;Broadband wired connectivity,"Education/ Information seeking;Online banking;Government service;Social networking like email, Facebook, WhatsApp, telegram",Set strong passwords,I know how to formally report a security incident,Save it on google password,Always,CCTV camera;Manual guard,Install antivirus softwares;Perform recommended software updates;Set up strong password,I know how to protect against ‘social engineering’ ‘phishing’ and ‘cybercrime’?,Agree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I always check my account balance/statemnt to check for any unauthorized transactions;I make sure no one is at my back to view my PIN when making a transaction,Hibernet/Sleep,Delete the file immediately without opening it.,Sometimes,Use strong passwords,On frequent basis,High,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Always,Always,Never,Always,Always,Always,Always,Always,Always,Sometimes,Never,Never,Sometimes,Always,Never
Female,26-34,Master’s degree,management,"Advanced user (You can install software, setup configurations, etc.)",Smart phone;Laptop;Desktop computer,Frequent user,Broadband wired connectivity,Education/ Information seeking,Not share account passwords to any one,Following security policies at our company helps me do my job better,Save it in our smart phone editors,For some selected sites,Manual guard,Install antivirus softwares,"I only access trusted, reputable sites",Agree,Sometimes I do not fully realize that I can endanger the system by what I do,"when making atransaction, I can share my password with an agent who is assisting me in case I need help.",Turn off the computer system,Delete the file immediately without opening it.,Do not change unless I Forget it,Never think about keeping the device secured,On frequent basis,Low,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Sometimes,Never,Never,Sometimes,Always,Never,Always,Never,Sometimes,Never,Never,Never,Never,Never,Never
Male,26-34,Master’s degree,Information System,Novice user (You just started using computers),Laptop,Infrequent user,Mobile Data,Education/ Information seeking,Do not save password on web browser cookies,I know how to formally report a security incident,Write on notebook,For some selected sites,CCTV camera,Install antivirus softwares,Check the security of websites you visited,Agree,The information that I keep on my computer is not interesting enough for people to try and hack into my computer,I always check my account balance/statemnt to check for any unauthorized transactions,Turn off the computer system,Open the file to see what it is.,Sometimes,Use strong passwords,Weekly,Average,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Always,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,Always
Male,26-34,Bachelor’s degree,Information System,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Smart phone;Laptop;Desktop computer,Frequent user,Mobile Data,"Education/ Information seeking;Entertainment like gaming;Social networking like email, Facebook, WhatsApp, telegram",Set strong passwords,Following security policies at our company helps me do my job better,Save it in our mind and remind it later,Always,CCTV camera,Install antivirus softwares;Set up strong password,"I only access trusted, reputable sites",Agree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,When I learn things about security in the office I implement them at home,Turn off the computer system,Open the file to see what it is.,Do not change unless I Forget it,Use strong passwords;Install applications from genuine sources such as google play store,On frequent basis,Average,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Never,Never,Always,Sometimes
Male,18-25,Bachelor’s degree,Information System,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Smart phone;Laptop;Desktop computer,Frequent user,Public Wi-Fi;Broadband wired connectivity,"Education/ Information seeking;Social networking like email, Facebook, WhatsApp, telegram",Not share account passwords to any one;Set strong passwords,Following security policies at our company helps me do my job better,Save it in our mind and remind it later,For some selected sites,Danger fence,Install antivirus softwares;Set up strong password;Download softwares from genuine sites only,"I only access trusted, reputable sites;URL must be “HTTPS” if I am transferring confidential data",Neutral,I do not like to use the Internet for financial transactions;I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I make sure no one is at my back to view my PIN when making a transaction,Log out of all applications,Delete the file immediately without opening it.,Sometimes,Use strong passwords;Install applications from genuine sources such as google play store;Shutting down computers when you are away even for short period of time,Once/twice per day,Average,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes
Male,18-25,Bachelor’s degree,Information System,"Advanced user (You can install software, setup configurations, etc.)",Laptop,Weekly basis,Wi-Fi,Education/ Information seeking,Change password regularly,Senior leaders at our comapany care about security,Save it on google password,For some selected sites,Manual guard,Install antivirus softwares;Set up strong password,URL must be “HTTPS” if I am transferring confidential data,Disagree,I do not like to use the Internet for financial transactions,I make sure no one is at my back to view my PIN when making a transaction,Hibernet/Sleep,Delete the file immediately without opening it.,Within a month,Use strong passwords;Refrain from installing unknown applications;Install applications from genuine sources such as google play store;Shutting down computers when you are away even for short period of time;Never think about keeping the device secured,Once/twice per day,High,Yes,No,Yes,No,,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Sometimes,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Sometimes,Never
Male,26-34,Bachelor’s degree,Computer science and engineering,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Smart phone;Laptop;Desktop computer,Frequent user,Private;Wi-Fi;Mobile Data;Public Wi-Fi,"Education/ Information seeking;Social networking like email, Facebook, WhatsApp, telegram",Change password regularly;Set strong passwords,Senior leaders at our comapany care about security;I know how to formally report a security incident;Following security policies at our company helps me do my job better,Write on notebook,Always,CCTV camera,Install antivirus softwares;Perform recommended software updates;Set up strong password,"I only access trusted, reputable sites;Check the security of websites you visited;URL must be “HTTPS” if I am transferring confidential data",Agree,Sometimes I do not fully realize that I can endanger the system by what I do;I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I always check my account balance/statemnt to check for any unauthorized transactions;I make sure no one is at my back to view my PIN when making a transaction;When I learn things about security in the office I implement them at home,Turn off the computer system,Delete the file immediately without opening it.,Sometimes,Use strong passwords;Refrain from installing unknown applications;Install applications from genuine sources such as google play store;Shutting down computers when you are away even for short period of time,On frequent basis,Average,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes
Male,18-25,Master’s degree,Computer science and engineering,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Smart phone;Laptop;Desktop computer,Frequent user,Wi-Fi;Mobile Data;Broadband wired connectivity,"Education/ Information seeking;Online banking;Social networking like email, Facebook, WhatsApp, telegram",Not share account passwords to any one;Change password regularly;Check for application updates;Set strong passwords,Following security policies at our company prevents me from doing my job;Following security policies at our company helps me do my job better,Save it in our mind and remind it later,Always,Manual guard,Install antivirus softwares;Perform recommended software updates,I know how to protect against ‘social engineering’ ‘phishing’ and ‘cybercrime’?,Agree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I always check my account balance/statemnt to check for any unauthorized transactions;I make sure no one is at my back to view my PIN when making a transaction;When I learn things about security in the office I implement them at home,Hibernet/Sleep,Email the sender to find out what the file is.,Sometimes,Use strong passwords;Refrain from installing unknown applications;Install applications from genuine sources such as google play store,On frequent basis,High,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes
Male,26-34,Master’s degree,Chemical engineering ,"Advanced user (You can install software, setup configurations, etc.)",Smart phone;Laptop;Desktop computer,Frequent user,Wi-Fi;Mobile Data;Public Wi-Fi;Broadband wired connectivity,"Education/ Information seeking;Social networking like email, Facebook, WhatsApp, telegram",Not share account passwords to any one;Set strong passwords,Following security policies at our company helps me do my job better,Save it on google password,For some selected sites,Manual guard,Install antivirus softwares;Perform recommended software updates;Set up strong password;Do not plugin USB and other devices that I used on multiple computers and systems;Download softwares from genuine sites only,URL must be “HTTPS” if I am transferring confidential data,Neutral,The information that I keep on my computer is not interesting enough for people to try and hack into my computer;I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I always check my account balance/statemnt to check for any unauthorized transactions;I make sure no one is at my back to view my PIN when making a transaction,Log out of all applications,Open the file to see what it is.,Sometimes,Use strong passwords,On frequent basis,Low,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Never,Never,Always,Sometimes,Never,Never,Always,Always,Always,Sometimes,Always,Sometimes,Never,Never,Never
Male,26-34,Bachelor’s degree,management,"Average user (You use word processors, spreadsheets, Email, surf the Web, etc.)",Smart phone;Desktop computer,Weekly basis,Wi-Fi;Mobile Data,"Education/ Information seeking;Social networking like email, Facebook, WhatsApp, telegram",Do not save password on web browser cookies,Senior leaders at our comapany care about security,Write on notebook,Sometimes,CCTV camera;Manual guard,Install antivirus softwares,"I only access trusted, reputable sites",Neutral,Sometimes I do not fully realize that I can endanger the system by what I do;The information that I keep on my computer is not interesting enough for people to try and hack into my computer,When I learn things about security in the office I implement them at home,Turn off the monitor only,Open the file to see what it is.,Sometimes,Install applications from genuine sources such as google play store,Weekly,Low,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes
Male,26-34,Bachelor’s degree,Social science,"Average user (You use word processors, spreadsheets, Email, surf the Web, etc.)",Smart phone,Frequent user,Wi-Fi,Government service,Change password regularly,Following security policies at our company prevents me from doing my job,Save it in our mind and remind it later,Always,Manual guard,Install antivirus softwares,Check the security of websites you visited,Agree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,When I learn things about security in the office I implement them at home,Turn off the computer system,Open the file to see what it is.,Sometimes,Install applications from genuine sources such as google play store,On frequent basis,None,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes
Female,26-34,Bachelor’s degree,Economics,"Average user (You use word processors, spreadsheets, Email, surf the Web, etc.)",Smart phone;Desktop computer,Frequent user,Wi-Fi;Broadband wired connectivity,"Education/ Information seeking;Social networking like email, Facebook, WhatsApp, telegram",Not share account passwords to any one,I know how to formally report a security incident,Write on notebook,Sometimes,CCTV camera;Danger fence,Install antivirus softwares,"I only access trusted, reputable sites",Agree,Sometimes I do not fully realize that I can endanger the system by what I do,"when making atransaction, I can share my password with an agent who is assisting me in case I need help.",Turn off the monitor only,Delete the file immediately without opening it.,Sometimes,Use strong passwords,Once/twice per day,Average,No,No,No,No,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,,Yes,Yes,No,Yes,Yes,No,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
Female,18-25,Bachelor’s degree,Information technology,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Smart phone;Laptop,Frequent user,Wi-Fi;Mobile Data;Public Wi-Fi,"Education/ Information seeking;Social networking like email, Facebook, WhatsApp, telegram",Do not save password on web browser cookies;Not share account passwords to any one;Set strong passwords,Following security policies at our company prevents me from doing my job,Save it on google password,For some selected sites,CCTV camera,Set up strong password;Do not plugin USB and other devices that I used on multiple computers and systems;Download softwares from genuine sites only,URL must be “HTTPS” if I am transferring confidential data,Agree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,When I learn things about security in the office I implement them at home,,I’ve never done any of these before.,Within a month,Use strong passwords,On frequent basis,High,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Sometimes
Female,26-34,Bachelor’s degree,Electrical and computer engineering ,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Smart phone;Laptop,Frequent user,Wi-Fi;Mobile Data,"Education/ Information seeking;Social networking like email, Facebook, WhatsApp, telegram",Not share account passwords to any one;Change password regularly;Check for application updates;Set strong passwords,Following security policies at our company prevents me from doing my job,Write on notebook,Sometimes,CCTV camera,Perform recommended software updates;Set up strong password;Download softwares from genuine sites only,"I only access trusted, reputable sites",Neutral,Sometimes I do not fully realize that I can endanger the system by what I do,"when making atransaction, I can share my password with an agent who is assisting me in case I need help.",Turn off the computer system,Delete the file immediately without opening it.,Sometimes,Install applications from genuine sources such as google play store,On frequent basis,Low,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never
Female,26-34,Master’s degree,Project Management,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Smart phone,Frequent user,Mobile Data,Education/ Information seeking,Do not save password on web browser cookies;Not share account passwords to any one;Check for application updates,Following security policies at our company helps me do my job better,Save it in our mind and remind it later,Always,None,Perform recommended software updates;Set up strong password,"I only access trusted, reputable sites;URL must be “HTTPS” if I am transferring confidential data",Agree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I make sure no one is at my back to view my PIN when making a transaction,Hibernet/Sleep,Open the file to see what it is.,Do not change unless I Forget it,Install applications from genuine sources such as google play store,Once/twice per day,Average,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Never,Always,Always,Never,Never,Never,Always,Always
Male,above 55,Master’s degree,Social science,Novice user (You just started using computers),Laptop,Frequent user,Private,Education/ Information seeking,Set strong passwords,,Save it in our mind and remind it later,Sometimes,None,Set up strong password,,Neutral,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I make sure no one is at my back to view my PIN when making a transaction,Hibernet/Sleep,Email the sender to find out what the file is.,Do not change unless I Forget it,Shutting down computers when you are away even for short period of time,Once/twice per day,Low,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Sometimes,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
Male,26-34,Master’s degree,Mathematics (numerical Analysis,"Advanced user (You can install software, setup configurations, etc.)",Smart phone;Laptop,Frequent user,Mobile Data;Public Wi-Fi;Broadband wired connectivity,"Education/ Information seeking;Government service;Social networking like email, Facebook, WhatsApp, telegram",Not share account passwords to any one;Set strong passwords,I know how to formally report a security incident,Save it in our mind and remind it later,Always,None,Perform recommended software updates;Download softwares from genuine sites only,I know how to protect against ‘social engineering’ ‘phishing’ and ‘cybercrime’?,Agree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I make sure no one is at my back to view my PIN when making a transaction,Log out of all applications,I’ve never done any of these before.,Do not change unless I Forget it,Use strong passwords;Never think about keeping the device secured,On frequent basis,Average,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Sometimes,Sometimes,,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes
Male,46-55,Bachelor’s degree,Chemistry ,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Laptop,Frequent user,Wi-Fi,"Education/ Information seeking;Online banking;Social networking like email, Facebook, WhatsApp, telegram",Not share account passwords to any one;Set strong passwords,Senior leaders at our comapany care about security,Save it in our mind and remind it later,Always,CCTV camera,Install antivirus softwares;Perform recommended software updates;Set up strong password,"I only access trusted, reputable sites",Strongly disagree,I do not like to use the Internet for financial transactions,I always check my account balance/statemnt to check for any unauthorized transactions,Log out of all applications,Delete the file immediately without opening it.,Sometimes,Use strong passwords,On frequent basis,Average,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Always,Always,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never
Female,18-25,College Diploma,Social science,Novice user (You just started using computers),Smart phone,I am not internet user at all,Mobile Data,"Social networking like email, Facebook, WhatsApp, telegram",Set strong passwords,Following security policies at our company helps me do my job better,Save it in our mind and remind it later,Always,CCTV camera,Install antivirus softwares,URL must be “HTTPS” if I am transferring confidential data,Agree,I do not like to use the Internet for financial transactions,"when making atransaction, I can share my password with an agent who is assisting me in case I need help.",Leave the computer on,I’ve never done any of these before.,Do not change unless I Forget it,Use strong passwords,Once/twice per day,Average,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Sometimes,Never,Always,Never,Never,Sometimes,,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes
Male,46-55,Bachelor’s degree,Software Engineering,"Advanced user (You can install software, setup configurations, etc.)",Laptop,I am not internet user at all,Wi-Fi,Online banking,Change password regularly,I know how to formally report a security incident,Save it in our smart phone editors,For some selected sites,Manual guard,Do not plugin USB and other devices that I used on multiple computers and systems,URL must be “HTTPS” if I am transferring confidential data,Strongly disagree,The information that I keep on my computer is not interesting enough for people to try and hack into my computer,I always check my account balance/statemnt to check for any unauthorized transactions,Log out of all applications,Email the sender to find out what the file is.,Sometimes,Install applications from genuine sources such as google play store,Weekly,Average,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Always,Always,Always,Always,Sometimes,Always,Always,Always,Sometimes,Always,Always,Always,,,
Female,26-34,Master’s degree,Computer networking and communications,Novice user (You just started using computers),Smart phone,Weekly basis,Wi-Fi,"Social networking like email, Facebook, WhatsApp, telegram",Not share account passwords to any one,I know how to formally report a security incident,Save it in our mind and remind it later,For some selected sites,Manual guard,Do not plugin USB and other devices that I used on multiple computers and systems,"I only access trusted, reputable sites",Disagree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I always check my account balance/statemnt to check for any unauthorized transactions,Turn off the computer system,Delete the file immediately without opening it.,Within a month,Use strong passwords,Once/twice per day,Low,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes
Female,18-25,Bachelor’s degree,Information System,"Average user (You use word processors, spreadsheets, Email, surf the Web, etc.)",Smart phone,Weekly basis,Wi-Fi,Education/ Information seeking,Not share account passwords to any one,Senior leaders at our comapany care about security,Save it in our mind and remind it later,Sometimes,Manual guard,Install antivirus softwares,"I only access trusted, reputable sites",Neutral,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I always check my account balance/statemnt to check for any unauthorized transactions,Turn off the computer system,Open the file to see what it is.,Sometimes,Use strong passwords,Weekly,Low,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never
Male,26-34,Master’s degree,Information System,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Laptop,Frequent user,Private;Wi-Fi;Mobile Data;Public Wi-Fi;Broadband wired connectivity,"Education/ Information seeking;Government service;Social networking like email, Facebook, WhatsApp, telegram",Set strong passwords,Following security policies at our company helps me do my job better,Save it in our mind and remind it later,For some selected sites,CCTV camera,Perform recommended software updates;Set up strong password,I know how to protect against ‘social engineering’ ‘phishing’ and ‘cybercrime’?,Disagree,I do not like to use the Internet for financial transactions,I make sure no one is at my back to view my PIN when making a transaction,Turn off the computer system,Open the file to see what it is.,Sometimes,Use strong passwords;Install applications from genuine sources such as google play store;Shutting down computers when you are away even for short period of time,On frequent basis,Average,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never
Male,26-34,Master’s degree,Computer science and engineering,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Laptop,Frequent user,Wi-Fi;Mobile Data;Broadband wired connectivity,"Education/ Information seeking;Social networking like email, Facebook, WhatsApp, telegram",Do not save password on web browser cookies;Not share account passwords to any one;Change password regularly;Set strong passwords,I know how to formally report a security incident;Following security policies at our company helps me do my job better,Save it in our smart phone editors,Always,CCTV camera;Manual guard,Install antivirus softwares;Perform recommended software updates;Set up strong password;Do not plugin USB and other devices that I used on multiple computers and systems;Download softwares from genuine sites only,"I only access trusted, reputable sites;Check the security of websites you visited;URL must be “HTTPS” if I am transferring confidential data",Agree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I always check my account balance/statemnt to check for any unauthorized transactions;I make sure no one is at my back to view my PIN when making a transaction;When I learn things about security in the office I implement them at home,Turn off the computer system,Delete the file immediately without opening it.,Regularly,Use strong passwords;Refrain from installing unknown applications;Shutting down computers when you are away even for short period of time,On frequent basis,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Never,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Always,Always
Female,26-34,Master’s degree,Information System,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Smart phone,Frequent user,Wi-Fi,"Social networking like email, Facebook, WhatsApp, telegram",Not share account passwords to any one,Senior leaders at our comapany care about security,Save it in our mind and remind it later,Sometimes,None,Perform recommended software updates;Set up strong password,"I only access trusted, reputable sites",Agree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I always check my account balance/statemnt to check for any unauthorized transactions,Turn off the computer system,Open the file to see what it is.,Do not change unless I Forget it,Shutting down computers when you are away even for short period of time,Once/twice per day,Average,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes
Male,26-34,Master’s degree,Computer network and security,"Advanced user (You can install software, setup configurations, etc.)",Laptop,Frequent user,Private;Mobile Data;Public Wi-Fi,"Education/ Information seeking;Social networking like email, Facebook, WhatsApp, telegram",Not share account passwords to any one;Change password regularly;Set strong passwords,Following security policies at our company helps me do my job better,Save it in our mind and remind it later,Sometimes,Manual guard;Danger fence,Install antivirus softwares;Perform recommended software updates;Set up strong password,I know how to protect against ‘social engineering’ ‘phishing’ and ‘cybercrime’?,Disagree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I always check my account balance/statemnt to check for any unauthorized transactions;I make sure no one is at my back to view my PIN when making a transaction,Log out of all applications,Open the file to see what it is.,Sometimes,Use strong passwords;Refrain from installing unknown applications;Install applications from genuine sources such as google play store;Shutting down computers when you are away even for short period of time,On frequent basis,Average,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
Female,26-34,Master’s degree,Computer science and engineering,"Expert user (You can setup operating systems, know some computer programming languages, etc.)",Laptop,Frequent user,Wi-Fi;Mobile Data;Broadband wired connectivity,"Education/ Information seeking;Social networking like email, Facebook, WhatsApp, telegram",Not share account passwords to any one;Change password regularly;Check for application updates;Set strong passwords,I know how to formally report a security incident,Save it in our mind and remind it later,Always,Manual guard,Perform recommended software updates;Set up strong password;Download softwares from genuine sites only,Check the security of websites you visited,Strongly disagree,I understand what information is considered ‘sensitive’ (Confidential and Proprietary)?,I make sure no one is at my back to view my PIN when making a transaction,Turn off the computer system,Open the file to see what it is.,Regularly,Use strong passwords,On frequent basis,High,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Sometimes,Always,Never,Always,Always,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
Male,26-34,Master’s degree,Computer network and security,"Advanced user (You can install software, setup configurations, etc.)",Laptop,Frequent user,Private;Wi-Fi;Mobile Data;Public Wi-Fi;Broadband wired connectivity,"Education/ Information seeking;Entertainment like gaming;Government service;Social networking like email, Facebook, WhatsApp, telegram",Do not save password on web browser cookies;Not share account passwords to any one;Change password regularly;Set strong passwords,Following security policies at our company helps me do my job better,Save it in our mind and remind it later,Sometimes,CCTV camera,Set up strong password,URL must be “HTTPS” if I am transferring confidential data,Neutral,The information that I keep on my computer is not interesting enough for people to try and hack into my computer,I always check my account balance/statemnt to check for any unauthorized transactions,Log out of all applications,I’ve never done any of these before.,Sometimes,Use strong passwords;Refrain from installing unknown applications;Install applications from genuine sources such as google play store;Shutting down computers when you are away even for short period of time,On frequent basis,Average,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always
